default,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2
1,30000,1,2,1,39,2,2,13888,16652,3000,0
0,70000,2,2,2,24,0,0,41485,44697,4200,3600
0,70000,2,2,2,23,-1,0,3082,4370,1500,5353
0,150000,2,1,1,44,1,-2,0,0,0,1512
0,360000,1,1,2,35,-1,-1,1195,23944,23944,884
0,210000,2,2,1,56,1,-2,-325,-721,0,0
0,50000,1,2,2,29,0,0,32312,24213,1700,2000
0,180000,2,2,2,48,-1,2,3116,1058,0,390
0,210000,1,1,1,40,-1,-1,6223,8143,8146,3719
0,160000,2,3,1,53,-1,-1,2475,2475,2475,5175
1,50000,2,3,1,37,2,0,38527,39609,2000,1700
0,200000,2,2,1,35,1,-2,0,0,0,0
0,20000,2,2,2,41,0,0,13723,14266,1500,2000
0,500000,1,3,1,56,0,0,139117,130301,4500,5000
0,90000,2,3,1,49,0,0,104494,99941,3592,3382
0,70000,2,1,2,29,0,0,47310,51047,4500,1813
1,50000,2,3,1,49,0,0,33782,35650,4000,390
0,180000,1,1,1,37,-1,0,121915,116093,7416,7038
0,50000,1,2,2,27,1,3,41322,40383,0,3000
0,230000,2,2,2,33,0,0,232796,233564,9000,9500
0,70000,1,2,2,28,1,2,35155,26598,23,1637
1,30000,1,3,2,39,0,0,10178,14491,4491,1257
0,10000,1,3,3,54,1,2,8210,7936,0,1146
0,90000,1,3,1,35,1,-1,0,800,800,0
1,80000,2,3,1,43,2,2,68152,71459,5000,4000
0,360000,2,1,1,46,1,-1,-200,2716,2916,0
1,150000,2,1,2,29,-1,2,766,515,0,85
0,200000,2,1,1,32,1,2,25830,780,0,0
0,300000,2,3,2,38,0,0,35103,43782,10000,6000
1,500000,1,1,1,37,-2,-2,0,0,0,0
0,210000,1,1,2,27,-1,0,25025,25336,5000,4000
0,80000,2,2,2,33,0,-1,17254,811,1000,1533
0,200000,2,1,1,44,2,0,188553,192100,8011,5203
1,230000,2,1,1,30,-1,-1,2212,17402,17402,20013
0,60000,2,1,1,29,0,0,51855,53220,2200,7000
1,180000,1,2,2,32,1,2,172842,177065,8500,0
0,80000,1,2,1,26,0,0,51751,43280,2000,2000
0,220000,2,1,1,44,-2,-2,0,0,0,0
0,30000,2,2,1,26,0,0,10540,9766,1081,0
0,30000,2,1,2,30,1,-2,0,0,0,4990
0,30000,1,2,2,25,0,0,8864,10062,1500,2000
0,150000,1,2,1,40,0,0,54021,55154,2003,2044
0,30000,2,2,1,47,1,2,23709,23047,0,1698
0,180000,1,2,2,26,0,0,93169,58983,4500,4000
0,30000,1,1,2,56,2,0,27033,27772,1480,1448
0,240000,2,1,2,28,0,0,236772,201463,10000,7000
0,120000,2,2,2,31,0,0,26307,27361,1483,2000
0,150000,2,3,1,43,0,0,17541,19021,2000,2000
0,180000,2,1,1,47,1,-2,0,0,0,1154
0,50000,1,2,1,46,0,0,44573,60540,2200,2600
1,360000,2,1,2,26,1,-2,-200,-200,0,200
0,30000,2,3,3,60,-1,-1,2365,-581,0,0
0,50000,1,2,1,24,-1,-1,390,918,918,19583
0,30000,2,2,1,39,-1,3,1742,1560,0,0
0,50000,2,1,2,53,0,0,50777,51086,2504,2059
0,90000,1,2,2,30,0,0,46927,40000,4000,0
1,200000,2,2,2,39,7,6,195156,190843,0,0
0,50000,1,3,2,52,0,0,47479,49344,29456,1300
0,80000,2,2,2,40,0,0,33918,50878,20000,2400
0,50000,2,2,2,41,0,0,45408,36025,2025,0
0,200000,2,2,2,23,-1,-1,964,-36,0,1036
0,90000,2,2,1,36,0,0,89309,88544,5000,3500
0,240000,1,1,2,28,0,0,199671,193523,7000,7000
1,90000,2,1,2,29,-2,-2,1709,2522,2522,3426
0,10000,1,1,2,23,2,2,2724,5520,3000,0
0,210000,2,1,1,38,-1,-1,2360,4707,4465,0
0,140000,2,2,2,26,0,0,12436,14910,3380,1200
0,50000,2,1,1,29,0,0,29719,30754,1815,2000
1,50000,2,2,1,28,0,0,36380,51418,30000,2052
0,230000,2,3,1,45,-1,-1,1633,8410,8435,5955
0,150000,2,2,2,27,-1,-1,4914,6237,6237,3280
0,240000,1,2,1,36,0,0,10767,144915,140013,5206
0,80000,1,2,2,25,1,2,81774,79597,0,3667
0,140000,2,3,2,33,1,-2,0,0,0,0
0,290000,1,2,1,50,0,0,88713,79214,3459,4000
0,80000,1,5,1,29,0,0,80534,78179,3006,2641
0,400000,1,2,1,34,0,0,372724,394443,28000,14547
0,20000,1,3,3,46,0,0,20393,19908,1425,20310
0,360000,1,1,2,30,-1,-1,11487,307,307,400
1,260000,2,2,2,25,0,0,16373,15249,5006,5000
0,30000,1,1,2,28,1,2,10056,9815,2000,0
1,130000,1,2,2,27,0,0,131406,125858,5000,3572
0,490000,1,1,1,41,0,0,95997,98047,3600,4000
0,580000,1,1,1,42,0,0,264482,267508,9431,8842
1,20000,1,2,1,34,0,0,12619,14896,2800,0
0,180000,2,1,2,32,0,-1,64008,3414,3414,1500
0,90000,2,1,2,26,-1,-1,1224,3120,3128,1712
0,90000,1,2,2,25,0,-1,2908,1051,1052,2422
1,440000,2,1,1,54,2,0,276955,198150,8752,8200
0,280000,2,2,1,52,0,0,50667,50400,2007,2007
0,230000,1,1,2,29,0,0,121344,121415,6317,5516
0,300000,1,2,2,35,0,0,276536,206885,26531,10017
0,20000,2,2,1,41,-1,2,6565,4460,0,1500
0,80000,2,2,2,26,0,0,27041,27797,5879,1000
0,20000,1,2,2,24,8,7,24348,24025,0,0
1,220000,1,1,2,34,-1,-1,17875,3431,3431,0
0,210000,2,2,1,44,0,0,73487,75456,3748,13000
1,130000,1,3,2,49,2,0,60273,61839,2536,1857
0,400000,1,1,1,66,0,0,258070,77910,47000,1500
0,120000,2,1,2,25,-1,-1,9642,12557,12557,3938
0,460000,2,2,1,33,0,0,128302,59254,2371,2008
0,230000,2,1,1,42,-1,-1,2915,4203,4203,200
0,210000,1,2,2,28,0,0,187992,193623,8500,8600
0,30000,2,2,2,23,-2,-2,318,0,0,0
0,50000,2,3,1,39,0,0,41250,40813,1501,1297
0,250000,2,1,2,29,-1,-1,1181,1545,1545,1000
1,50000,2,2,2,25,3,3,35592,36518,1800,1200
1,40000,1,2,1,38,2,2,33152,33623,1300,2000
0,230000,1,2,1,35,0,0,28827,36326,8000,0
1,210000,1,1,2,33,1,-2,0,0,0,0
1,60000,1,2,2,30,0,0,15145,16618,2000,2100
0,500000,2,1,1,41,0,0,190730,194336,8501,8001
0,110000,2,2,2,28,0,0,81449,83241,4000,4000
0,400000,1,1,1,44,0,0,95719,96369,4652,3565
0,280000,1,1,1,51,-1,-1,1323,445,445,393
0,60000,1,2,1,35,0,0,22226,18597,1292,2245
0,100000,1,3,1,47,0,0,3933,2162,1000,1000
0,230000,2,2,2,42,0,0,64489,58611,3100,5000
0,80000,2,3,2,24,1,-2,0,0,0,2455
0,110000,2,2,1,43,0,0,45021,45782,2100,1800
0,390000,1,1,1,47,-1,-1,9361,-25,0,18426
0,150000,2,2,2,39,1,2,21019,19890,1602,0
1,180000,1,2,2,29,1,2,5265,5002,0,0
0,500000,1,1,2,32,1,-1,-218,466,1000,1267
1,50000,1,3,1,32,2,3,39589,40160,1500,1600
0,20000,2,3,2,49,0,0,8503,11352,3008,0
0,130000,2,2,2,24,1,-2,-10,-10,0,3372
0,110000,2,3,1,27,0,0,61152,60833,2326,3000
0,200000,1,2,1,29,0,0,45982,46328,2078,3900
0,50000,2,2,1,47,0,0,48991,43412,2000,1500
0,130000,1,1,2,29,0,0,126974,122107,5988,4560
0,260000,1,2,2,28,0,0,149814,184419,107000,0
0,180000,1,2,1,30,-1,-1,220,4680,4686,0
0,330000,2,1,1,29,-1,-1,730,213,213,2368
0,80000,2,2,2,29,1,2,54033,52595,0,5000
1,320000,1,1,2,32,-1,2,752,169,0,1948
0,20000,1,2,2,38,-1,-1,10462,3327,10287,19305
1,50000,2,3,2,43,2,2,2400,2400,0,0
0,210000,2,3,1,40,0,0,201169,210942,16286,10011
1,420000,1,2,2,31,2,2,239293,90568,0,3500
0,210000,2,2,2,35,-2,-2,2593,0,0,0
0,160000,2,2,1,42,0,0,35815,38023,3000,3000
0,20000,2,1,2,25,0,0,17776,18886,1700,1300
0,360000,1,1,2,35,-1,-1,2010,2936,2936,640
1,30000,1,2,3,50,2,0,11479,12981,2000,2000
0,50000,1,2,2,27,1,-1,-697,48266,49900,1800
1,30000,1,2,1,38,1,-1,0,2281,2281,3666
0,30000,2,2,2,24,0,0,28008,29549,2000,2000
0,280000,2,2,2,24,-1,-1,1006,1853,1855,1422
1,30000,2,3,2,24,2,0,30279,30428,1500,2700
0,20000,1,2,2,33,0,0,12518,12889,1300,1000
0,300000,2,1,1,51,0,0,108639,85818,4107,7346
0,180000,2,1,2,35,-1,3,1880,1702,0,0
1,20000,2,2,1,24,4,3,16549,16002,0,600
0,80000,2,3,1,39,0,0,4948,3804,1000,0
0,20000,2,2,1,47,0,0,19553,18092,1417,2000
0,60000,1,1,2,29,0,0,31462,31499,6037,5084
0,20000,1,2,2,22,0,0,18743,19879,3000,0
0,30000,2,3,1,67,1,2,30734,28092,0,1800
1,50000,1,1,2,33,1,2,26957,28230,2000,0
0,80000,1,1,1,47,0,-1,49735,25144,25144,8000
1,170000,2,2,2,24,-1,-1,1166,4144,3000,0
1,160000,1,1,1,36,-1,-1,816,316,316,316
0,130000,1,1,2,27,1,2,60024,58104,4000,0
1,30000,2,2,1,34,2,2,31746,32743,1800,1100
0,100000,2,1,2,36,1,-1,0,780,780,0
1,120000,2,2,2,25,3,3,87057,84821,0,2700
1,150000,2,1,1,49,-1,-1,850,0,0,0
1,100000,2,3,1,24,1,2,56341,54869,0,14130
1,30000,1,2,2,24,2,0,25851,26912,1779,1402
0,160000,2,2,2,45,-2,-2,2057,2147,2147,1945
0,120000,2,3,1,48,-2,-2,2468,7869,7890,506
0,160000,2,1,2,40,-1,0,67925,69771,3509,5824
1,340000,2,1,1,35,1,-1,-8,1722,1730,1692
0,240000,1,3,1,55,0,0,25631,27047,2500,2000
0,30000,2,3,1,42,1,2,30607,29849,10,2000
0,50000,1,2,1,54,0,0,47872,48802,2000,2456
1,200000,1,2,2,25,1,-2,0,0,0,0
0,80000,2,2,2,44,0,0,17047,11885,1435,1350
1,50000,2,2,2,41,2,2,5025,4805,0,42000
0,130000,2,2,1,29,0,0,18157,16520,2000,1010
1,290000,1,1,1,57,1,-2,0,0,0,0
1,30000,2,3,1,44,0,0,27631,29179,2000,1500
0,340000,1,3,1,40,0,0,77181,59873,5305,3000
0,180000,2,1,2,28,-1,-1,651,1883,1883,651
0,60000,2,1,2,23,0,0,59423,63347,5500,146
0,390000,2,1,2,25,-1,0,83514,79730,4013,4000
0,460000,1,1,1,35,0,0,384919,393029,15045,16017
0,500000,1,1,1,51,0,0,396402,395484,14034,15040
0,30000,2,2,1,44,-1,2,8347,9560,1500,0
0,80000,2,2,2,25,1,2,28789,31026,2998,1183
0,250000,2,2,1,41,-1,-1,37137,51803,51811,9544
0,280000,2,1,2,26,0,0,146130,120750,5042,4000
1,30000,2,2,2,26,2,2,25615,29849,5000,2000
1,30000,1,1,2,28,2,0,22329,23665,2000,1400
1,20000,1,2,2,27,1,3,19443,18851,0,1000
1,380000,2,3,1,56,-2,-2,0,1349,1349,5957
1,100000,2,3,1,29,4,3,175441,153992,0,0
1,180000,1,2,2,32,-1,-1,1071,1671,1671,1981
0,80000,2,1,2,25,0,0,3409,4489,1144,1000
0,220000,1,1,2,31,0,0,163148,158197,5725,5971
0,170000,2,2,2,26,0,0,141476,143850,5113,4514
1,140000,2,1,2,29,2,2,97905,100152,4700,3200
1,20000,1,1,2,29,2,2,10512,12044,2000,0
0,100000,2,3,1,38,0,0,62427,63922,2500,3000
0,50000,2,3,1,47,0,0,32516,32774,1870,1693
0,300000,2,2,2,30,-1,-1,2186,0,0,290
0,30000,2,3,2,25,0,0,26769,27138,1500,1447
0,50000,1,3,1,53,0,0,49696,50893,2000,2000
0,160000,1,2,2,37,-1,-1,3090,52125,52165,5000
0,80000,1,2,2,27,0,0,45920,47186,5013,5000
0,140000,2,2,1,28,0,0,132070,134766,6000,4000
1,20000,1,2,2,23,1,2,19403,18541,0,1298
0,50000,1,3,1,51,-1,-1,17453,7802,8338,22232
1,200000,2,1,2,34,1,-2,0,0,0,0
1,80000,2,2,1,23,-2,-2,780,0,0,390
0,80000,2,2,2,27,1,2,81635,83465,3716,0
0,210000,2,1,2,39,-1,-1,6000,0,0,2880
0,260000,1,2,1,28,0,0,26303,9408,5030,2025
1,200000,1,2,1,46,1,-1,0,552,552,2531
1,110000,2,2,1,33,2,2,110327,112130,5332,0
0,10000,1,2,2,23,0,0,5857,6722,1117,1700
0,200000,1,1,2,30,0,0,91936,94698,7500,0
1,300000,1,1,2,31,-1,-1,360,360,360,360
0,360000,2,1,1,39,-1,-1,7001,1224,1224,394
0,290000,2,2,1,32,0,0,78200,79726,3700,3600
1,30000,1,3,1,26,1,2,30814,29551,0,1500
0,300000,1,1,1,47,-2,-2,0,225,225,4019
0,300000,2,1,2,28,-1,-1,986,2939,2964,27968
0,210000,2,3,2,45,-2,-2,316,312,312,2376
1,50000,1,3,1,36,0,0,74969,76012,2846,2671
0,340000,2,1,2,26,0,0,337871,311076,11208,5000
1,330000,1,1,1,34,0,0,138009,141253,7015,7000
0,220000,2,1,2,28,0,0,44109,32978,5000,13500
0,100000,2,2,2,30,0,0,23939,23572,1500,1011
1,260000,1,1,2,30,-1,-1,399,399,399,399
0,180000,1,2,2,30,-1,-1,440,30404,30404,0
0,200000,1,2,1,44,-1,-1,780,390,390,780
1,110000,2,3,2,41,0,0,90599,60949,2213,2300
1,20000,1,2,2,48,0,0,7186,9063,2000,2000
0,60000,1,1,2,25,0,0,13123,14403,1500,2000
1,30000,1,3,1,28,2,2,23848,23873,700,1000
1,30000,2,1,2,24,2,2,31202,32801,2415,0
1,420000,2,1,1,37,-1,-1,38386,316,316,9894
1,340000,1,1,1,34,-1,-1,332,332,332,332
0,270000,1,2,1,38,1,-2,0,0,0,0
0,360000,2,4,2,36,-2,-2,15019,1221,2074,7039
0,230000,2,1,2,25,-1,-1,736,645,645,855
0,50000,2,2,1,33,0,0,47327,48765,2200,1518
0,230000,2,1,2,28,-2,-2,-5,2148,2153,2932
0,200000,2,1,1,38,-2,-2,-3,687,690,2753
0,100000,2,2,2,24,0,0,101887,102069,4902,4507
0,150000,2,2,1,47,0,0,153404,144960,6900,7200
0,50000,1,3,2,28,0,0,46709,12889,1690,38000
0,60000,1,2,2,29,0,0,34081,23215,2000,8565
0,70000,2,2,2,30,0,0,10149,11454,2000,2000
0,20000,1,2,2,23,-1,0,5044,3700,1011,13181
0,50000,2,2,2,25,0,0,24408,25169,1300,1500
0,500000,2,1,1,33,2,2,1569,1379,0,1800
0,390000,1,3,1,49,1,-2,0,0,0,0
0,90000,2,1,2,27,-2,-2,0,0,0,0
0,10000,1,2,2,22,0,0,5748,3203,1189,1025
1,30000,1,2,2,24,-1,-1,390,390,390,780
1,240000,1,3,1,35,1,-2,-2,-2,0,0
0,180000,2,1,2,29,-1,0,36567,26613,1682,1400
0,70000,2,2,2,23,0,0,22658,31647,9397,1487
0,50000,1,2,2,26,-1,-1,1530,750,750,1140
0,20000,1,3,1,46,0,0,11325,12654,1519,1524
1,260000,2,2,1,36,0,0,200593,206178,8500,7000
1,160000,1,2,1,26,-2,-2,0,0,0,0
0,250000,2,1,1,42,0,0,25298,0,0,0
0,20000,1,1,1,49,-1,-1,1044,0,0,5596
0,210000,1,3,1,37,-1,-1,2359,1519,1519,1939
1,100000,2,1,1,35,2,0,47253,49489,3000,5000
0,100000,1,1,2,28,0,0,72970,100360,30000,4094
0,230000,2,2,1,34,-2,-2,2329,1894,1894,2532
1,20000,1,2,2,25,0,0,13896,12906,2000,2500
1,40000,1,1,2,24,0,0,30096,30819,1300,2013
0,100000,1,3,1,51,-1,-1,54530,37295,55000,100044
0,20000,1,3,2,26,0,0,16514,17547,1306,1300
0,140000,1,2,2,32,0,0,31367,29652,1614,10018
0,50000,1,3,2,23,2,2,44470,51192,7800,173
0,30000,2,2,2,26,0,0,17341,-1030,485,31509
0,80000,1,2,2,28,0,0,15268,5135,1315,0
1,20000,2,3,1,31,0,0,15654,16425,1330,1170
0,210000,2,1,2,26,0,0,9899,6000,1008,1000
0,220000,2,1,0,33,-1,-1,3378,1531,1531,942
0,150000,2,1,1,30,0,0,40046,47317,7995,5849
0,200000,1,1,2,28,-1,-1,508,10680,10712,1194
1,200000,2,1,2,28,2,2,68398,73564,6900,1966
0,50000,1,2,2,39,0,0,26813,22999,1708,1454
0,80000,2,1,2,28,0,0,9782,11620,2001,3000
1,310000,2,1,2,32,-2,-2,20138,8267,8267,66008
0,210000,1,1,2,29,0,0,140619,144410,7000,9000
1,140000,1,1,1,40,2,0,136785,137175,5051,12602
0,20000,2,2,1,32,0,0,15498,16409,1600,1600
0,10000,2,1,2,23,1,-2,0,0,0,0
0,250000,2,1,2,30,0,-1,5607,9416,10000,0
0,280000,1,1,2,31,1,-1,0,3495,3495,2783
0,210000,1,2,1,48,-1,-1,8666,8666,8666,17307
0,10000,1,2,2,54,0,0,5186,8225,3300,300
0,60000,2,3,1,59,0,0,59174,60922,3298,3000
0,180000,2,1,2,38,0,0,184650,0,0,0
0,10000,2,1,2,31,1,-2,0,0,0,0
0,200000,2,1,1,41,-2,-1,0,5932,5932,0
0,120000,2,1,2,29,-1,-1,1171,644,1000,0
0,160000,2,2,1,28,0,0,54232,55456,2100,2100
0,180000,1,1,1,48,0,0,167140,160707,8000,6000
0,60000,2,3,1,42,0,0,58186,58364,2382,2373
0,80000,1,2,1,27,0,0,73000,71338,5000,2000
0,200000,1,1,2,27,-1,0,9747,17230,10051,198
1,20000,2,3,2,22,1,2,18590,17838,0,1307
0,360000,2,2,2,31,0,0,17582,0,0,0
0,140000,2,1,2,43,1,2,147560,142435,3,5000
1,110000,2,3,1,46,0,0,94025,101460,8942,3800
0,360000,2,1,1,33,1,-2,-200,-200,0,200
0,30000,2,1,2,22,-1,-1,3963,6222,6222,2936
0,100000,1,2,2,25,0,0,76222,79564,4700,1500
1,60000,1,3,2,34,0,0,35187,36236,1616,1600
0,130000,2,1,2,32,1,-2,0,0,0,3726
0,240000,2,2,2,34,-1,-1,5516,4950,4950,5232
1,210000,2,2,1,35,2,2,61189,62721,3100,0
0,360000,1,1,2,25,-1,-1,586,14074,14076,5672
0,30000,2,2,2,22,1,2,22167,22474,1000,150
0,480000,1,1,1,49,1,-1,-220,38929,39149,344261
0,90000,2,6,2,49,-1,-1,1722,0,0,0
0,50000,2,1,1,42,0,0,4908,7479,3000,5000
0,20000,1,3,2,41,0,0,9186,9459,1200,1200
0,160000,2,2,2,27,-2,-2,490,-85,3085,5300
0,90000,2,2,2,24,0,0,14520,14747,1240,1220
0,300000,2,5,1,34,-2,-2,9474,0,0,0
0,500000,1,1,1,43,-1,-1,640,600,600,1490
1,130000,2,3,2,36,1,-2,0,0,0,0
0,250000,1,3,1,62,0,0,38924,38468,5000,5000
1,10000,1,3,2,25,2,0,4693,5371,1300,1600
0,340000,1,1,2,30,0,0,1933,2855,1000,872
0,60000,1,3,2,24,-1,0,15527,16882,2000,2000
0,50000,1,2,1,47,0,0,48308,48019,2200,2068
0,170000,1,2,2,34,-1,-1,7885,7190,2336,0
1,490000,1,3,1,51,-1,-1,389,376,377,481
1,20000,2,2,1,26,0,0,17679,16720,1300,1277
0,550000,1,2,1,47,0,0,68328,76797,10000,20000
0,340000,2,2,2,39,0,0,66623,61474,2500,2500
0,10000,1,2,2,32,0,0,9576,9028,1384,1000
0,230000,2,2,2,25,-2,-2,0,0,0,13499
0,30000,1,2,1,39,1,2,29388,27850,0,1452
0,200000,2,2,2,42,-1,-1,73032,12928,12928,79365
0,450000,2,1,1,37,0,0,13371,13480,4000,5747
1,380000,1,3,1,44,0,0,329877,309781,12055,9837
1,50000,2,2,1,31,2,0,29767,30206,1615,1670
0,80000,2,1,2,27,0,0,23107,24674,5034,10000
1,150000,2,2,1,42,1,-2,0,0,0,0
0,50000,2,2,2,44,0,0,49006,49139,2000,1000
0,210000,2,1,2,39,1,-2,0,0,0,0
0,100000,2,2,2,24,0,0,59712,61743,3000,3000
0,100000,1,2,2,38,0,0,25994,27173,1994,19462
0,500000,1,1,1,45,0,0,3136,2345,2002,7505
0,30000,2,3,1,58,0,0,9819,10873,1230,1100
0,50000,1,2,2,46,0,-1,53541,29308,31483,1408
0,50000,2,2,2,23,-2,-2,0,0,0,0
0,420000,2,2,1,36,-1,-1,3663,4338,4338,3400
1,30000,2,2,1,32,2,2,28156,27422,0,1542
0,240000,1,1,2,32,0,0,240790,224497,6892,7866
0,80000,2,3,1,55,0,0,69116,64325,2500,2000
1,330000,1,1,2,45,0,0,265362,246735,7500,8001
1,50000,1,2,1,30,1,2,49371,50092,1800,240
1,200000,2,1,1,42,-2,-2,0,0,0,0
0,210000,2,1,1,34,1,-2,-300,-716,0,1548
0,130000,1,2,2,31,1,2,70722,69040,0,4130
0,390000,1,1,2,28,-1,0,10439,25143,15007,10529
0,100000,1,3,1,40,0,0,12878,7702,2000,2377
0,140000,2,1,1,33,0,0,85314,87042,4000,5000
1,80000,2,3,1,35,2,2,70002,71389,3100,4204
1,50000,2,3,1,42,1,3,44498,46740,3240,0
0,50000,1,2,2,25,0,0,21316,23038,2375,2375
0,360000,1,1,1,39,1,-2,0,0,0,0
1,170000,2,2,1,49,1,2,153322,149027,0,6320
0,50000,1,2,2,41,0,0,48152,45974,2043,3000
1,310000,2,1,2,25,2,0,266270,273719,11677,8406
1,210000,1,1,2,31,-1,-1,326,326,326,326
0,140000,1,2,1,37,0,0,90186,74504,2805,2877
0,150000,2,1,2,37,0,0,127111,106956,3878,3794
1,170000,1,1,1,40,-1,-1,2000,2210,2210,3000
1,260000,2,1,2,25,-1,2,148,75,7,12117
0,170000,2,1,2,26,0,0,99387,102141,5250,5100
0,310000,2,1,2,35,1,-2,0,0,0,4488
0,50000,2,3,2,23,0,0,34364,34212,1861,2004
1,260000,2,1,1,35,2,2,1013,0,0,0
1,100000,1,1,2,27,0,0,36014,39321,4200,900
0,40000,2,2,1,25,0,0,40633,40311,4300,2000
0,180000,2,1,1,46,1,2,82505,86302,6000,0
0,50000,1,3,1,41,2,2,26184,29261,3500,0
1,200000,1,1,2,29,-1,-1,4810,0,0,726
0,320000,2,2,1,53,0,0,33589,34608,3000,6000
0,220000,2,1,2,45,-1,-1,4624,2874,2888,1216
0,180000,1,2,1,46,0,0,60005,41223,3000,10000
1,50000,2,2,2,36,0,0,94228,47635,2000,1500
0,50000,2,2,2,22,0,0,29637,30805,1826,1200
0,150000,2,1,2,32,0,0,83275,84220,3006,3000
0,120000,2,1,1,38,-1,-1,6856,17329,19600,0
0,30000,1,2,2,34,0,0,29302,30052,1530,1416
1,10000,1,5,1,43,-1,0,17560,9829,2537,1000
0,380000,1,1,2,34,-2,-2,34869,6305,6336,5766
1,320000,2,1,1,38,1,-2,0,0,0,0
0,30000,2,2,2,41,0,-1,1448,1261,1261,630
0,470000,1,2,2,29,0,0,72830,49502,4003,4003
0,80000,2,3,1,40,0,0,75768,78069,3500,2934
0,20000,1,2,1,60,-1,-1,8570,10651,2620,0
0,120000,1,1,1,51,0,0,125702,130461,8300,4500
0,150000,2,1,2,37,1,-2,0,0,0,584
0,200000,2,2,2,43,0,0,180680,184436,8155,8302
0,20000,1,2,2,40,0,0,45429,47961,2819,2420
0,170000,2,3,1,36,0,0,85780,80568,2906,3002
0,150000,2,1,2,34,-1,-1,900,0,0,0
0,160000,1,2,2,30,-1,-1,632,0,0,632
0,280000,2,1,2,32,-1,-1,45536,11509,11509,5000
1,60000,1,1,1,42,2,0,39986,41036,2000,2100
0,100000,1,3,1,44,0,0,39649,43608,5000,5000
0,360000,1,2,2,48,0,0,68032,63174,4500,3000
0,500000,2,1,1,44,-2,-1,71921,367979,368199,6486
1,290000,2,1,2,30,0,0,284239,284692,11000,10000
0,160000,2,1,2,31,-2,-2,0,0,0,0
0,50000,1,2,1,47,0,0,22923,23264,1400,1400
0,250000,2,2,1,35,0,0,27107,36565,10000,10000
0,350000,1,1,1,42,-1,-1,3800,3138,3138,4160
0,100000,2,2,1,22,0,0,99415,101507,4600,3478
0,30000,1,2,2,33,1,2,31956,30425,0,1753
0,450000,2,1,1,36,1,-1,0,2500,2500,2500
0,20000,2,3,2,40,-1,-1,9755,894,894,5000
0,30000,2,3,2,26,0,0,28063,29304,1700,1407
0,150000,2,3,2,47,0,0,103226,64671,2627,4123
0,30000,1,2,1,36,1,3,22327,21696,0,0
0,10000,1,3,2,23,0,0,6001,4308,2000,1500
0,50000,2,3,2,47,0,0,17569,18592,1613,1642
0,50000,2,1,2,22,0,-1,4124,1070,1070,0
0,130000,2,2,2,23,2,2,6271,6871,1500,1000
0,50000,2,3,2,22,0,0,47066,45132,2300,3862
0,180000,2,2,2,25,0,0,177633,139415,5203,30023
1,30000,1,2,1,47,2,2,24081,29818,6155,0
0,60000,2,2,2,24,0,0,29717,28208,2076,1500
0,200000,1,1,2,26,0,0,16811,21290,5023,4007
0,30000,2,3,2,23,0,0,18292,18450,1000,390
0,320000,2,2,2,36,0,0,262613,164486,10043,15005
0,360000,2,1,1,37,-1,2,1605,1448,14,0
0,60000,2,1,1,39,0,0,56045,59524,5000,2000
0,50000,2,2,2,28,-2,-2,13733,5570,2037,2698
0,30000,1,2,2,35,2,2,27143,28211,1800,1200
0,50000,2,2,1,31,1,2,34644,33669,0,1597
0,70000,2,1,2,24,0,0,42105,35575,1614,2042
0,310000,1,1,2,44,1,-1,-42,7281,7323,0
0,170000,2,2,2,39,-1,-1,2860,15643,15643,1108
0,150000,1,1,1,49,-2,-2,111348,109115,6000,4044
0,120000,2,1,2,30,-1,-1,3333,0,0,3333
0,100000,2,1,2,33,0,0,75374,44796,2000,5000
1,140000,1,1,2,41,2,2,138379,143684,9000,0
0,180000,2,3,1,47,-1,0,14525,13828,1347,5000
0,20000,2,3,1,51,0,0,19684,11580,1000,780
0,80000,2,2,2,25,1,-2,0,0,0,0
0,200000,2,2,1,39,0,0,178665,133266,3677,2441
0,200000,1,2,2,27,0,0,25334,26203,2204,1004
0,30000,1,3,1,42,0,0,14617,20350,6000,28
0,250000,2,2,2,40,-2,-2,0,1069,1069,320
0,50000,1,3,2,30,1,2,31217,33423,3000,0
1,250000,1,1,2,31,-2,-2,-23,3102,3125,4455
0,140000,2,1,2,25,0,0,23409,24725,2000,2000
0,170000,2,2,2,31,2,-1,520,1316,1339,6779
0,240000,2,2,2,47,-2,-2,316,21359,21359,2762
0,140000,2,1,1,37,0,0,135134,139178,6703,6120
0,50000,2,2,1,28,0,0,50998,51103,2209,1726
1,240000,2,2,1,47,1,2,124425,131943,10839,5000
0,420000,2,2,1,57,-1,-1,666,2629,2629,4360
0,220000,1,1,1,53,-1,-1,1136,642,642,1582
0,70000,2,2,1,28,0,0,44230,44348,1747,1272
0,90000,1,2,2,28,0,0,55779,51886,2100,2166
0,220000,2,1,1,40,-2,-2,0,0,0,0
0,200000,2,1,2,27,0,0,9314,6020,2020,2817
0,240000,1,3,1,55,0,0,229254,232693,8737,7506
0,310000,2,3,2,28,0,0,19610,14746,10000,28216
1,80000,2,2,1,34,2,2,76142,80627,6611,1
0,290000,2,2,1,38,0,0,144160,147451,6000,6010
1,260000,1,2,1,43,0,0,175247,164173,8500,5950
1,120000,1,1,1,43,1,-2,0,0,0,0
0,260000,2,1,1,32,-1,-1,598,2268,2268,0
0,360000,2,2,2,39,-1,2,655,655,0,0
